input,output,modulus,operation
( 17 + 11 ) % 10,8,10,addition
( 76 * 67 ) % 10,2,10,addition
( 13 * 25 ) % 10,5,10,addition
( 97 + 69 ) % 10,6,10,addition
( 42 * 11 ) % 10,2,10,addition
( 40 + 33 ) % 10,3,10,addition
( 63 * 18 ) % 10,4,10,addition
( 58 * 23 ) % 10,4,10,addition
( 90 * 84 ) % 10,0,10,addition
( 59 + 4 ) % 10,3,10,addition
( 58 + 44 ) % 10,2,10,addition
( 45 * 3 ) % 10,5,10,addition
( 65 + 80 ) % 10,5,10,addition
( 66 * 78 ) % 10,8,10,addition
( 55 * 17 ) % 10,5,10,addition
( 37 * 58 ) % 10,6,10,addition
( 69 * 54 ) % 10,6,10,addition
( 31 + 38 ) % 10,9,10,addition
( 28 + 27 ) % 10,5,10,addition
( 0 + 34 ) % 10,4,10,addition
( 42 + 7 ) % 10,9,10,addition
( 78 + 80 ) % 10,8,10,addition
( 13 * 14 ) % 10,2,10,addition
( 49 * 34 ) % 10,6,10,addition
( 60 * 72 ) % 10,0,10,addition
( 81 * 45 ) % 10,5,10,addition
( 59 + 47 ) % 10,6,10,addition
( 0 * 78 ) % 10,0,10,addition
( 99 + 31 ) % 10,0,10,addition
( 99 + 13 ) % 10,2,10,addition
( 80 + 36 ) % 10,6,10,addition
( 0 + 85 ) % 10,5,10,addition
( 12 + 87 ) % 10,9,10,addition
( 77 + 98 ) % 10,5,10,addition
( 44 * 25 ) % 10,0,10,addition
( 15 + 79 ) % 10,4,10,addition
( 68 + 84 ) % 10,2,10,addition
( 60 + 34 ) % 10,4,10,addition
( 60 + 25 ) % 10,5,10,addition
( 89 * 46 ) % 10,4,10,addition
( 2 * 18 ) % 10,6,10,addition
( 30 * 88 ) % 10,0,10,addition
( 96 * 15 ) % 10,0,10,addition
( 12 * 72 ) % 10,4,10,addition
( 59 + 82 ) % 10,1,10,addition
( 98 * 68 ) % 10,4,10,addition
( 79 + 10 ) % 10,9,10,addition
( 24 + 50 ) % 10,4,10,addition
( 99 + 10 ) % 10,9,10,addition
( 52 * 97 ) % 10,4,10,addition
( 58 + 71 ) % 10,9,10,addition
( 26 + 87 ) % 10,3,10,addition
( 95 + 95 ) % 10,0,10,addition
( 40 + 59 ) % 10,9,10,addition
( 8 + 28 ) % 10,6,10,addition
( 95 * 11 ) % 10,5,10,addition
( 55 + 77 ) % 10,2,10,addition
( 59 * 54 ) % 10,6,10,addition
( 83 * 62 ) % 10,6,10,addition
( 14 + 96 ) % 10,0,10,addition
( 23 + 10 ) % 10,3,10,addition
( 10 * 17 ) % 10,0,10,addition
( 30 * 86 ) % 10,0,10,addition
( 53 + 19 ) % 10,2,10,addition
( 18 + 22 ) % 10,0,10,addition
( 25 + 16 ) % 10,1,10,addition
( 53 * 72 ) % 10,6,10,addition
( 30 * 27 ) % 10,0,10,addition
( 52 * 17 ) % 10,4,10,addition
( 42 + 70 ) % 10,2,10,addition
( 45 * 51 ) % 10,5,10,addition
( 39 + 87 ) % 10,6,10,addition
( 44 * 1 ) % 10,4,10,addition
( 63 * 48 ) % 10,4,10,addition
( 47 * 26 ) % 10,2,10,addition
( 22 * 29 ) % 10,8,10,addition
( 10 + 94 ) % 10,4,10,addition
( 58 * 24 ) % 10,2,10,addition
( 8 + 71 ) % 10,9,10,addition
( 51 + 91 ) % 10,2,10,addition
( 36 + 6 ) % 10,2,10,addition
( 55 * 22 ) % 10,0,10,addition
( 50 + 52 ) % 10,2,10,addition
( 95 + 92 ) % 10,7,10,addition
( 24 * 39 ) % 10,6,10,addition
( 68 * 47 ) % 10,6,10,addition
( 83 + 84 ) % 10,7,10,addition
( 17 + 29 ) % 10,6,10,addition
( 23 + 33 ) % 10,6,10,addition
( 23 * 71 ) % 10,3,10,addition
( 63 + 53 ) % 10,6,10,addition
( 90 * 17 ) % 10,0,10,addition
( 0 + 80 ) % 10,0,10,addition
( 63 * 95 ) % 10,5,10,addition
( 36 + 84 ) % 10,0,10,addition
( 77 + 11 ) % 10,8,10,addition
( 61 * 65 ) % 10,5,10,addition
( 56 + 94 ) % 10,0,10,addition
( 53 + 52 ) % 10,5,10,addition
( 29 * 14 ) % 10,6,10,addition
( 50 + 67 ) % 10,7,10,addition
( 52 * 51 ) % 10,2,10,addition
( 46 * 5 ) % 10,0,10,addition
( 99 * 99 ) % 10,1,10,addition
( 52 * 16 ) % 10,2,10,addition
( 21 + 57 ) % 10,8,10,addition
( 54 + 99 ) % 10,3,10,addition
( 1 * 20 ) % 10,0,10,addition
( 13 + 5 ) % 10,8,10,addition
( 2 + 33 ) % 10,5,10,addition
( 26 + 86 ) % 10,2,10,addition
( 48 * 28 ) % 10,4,10,addition
( 87 + 55 ) % 10,2,10,addition
( 75 + 32 ) % 10,7,10,addition
( 10 + 0 ) % 10,0,10,addition
( 31 + 4 ) % 10,5,10,addition
( 12 * 16 ) % 10,2,10,addition
( 40 * 40 ) % 10,0,10,addition
( 53 + 28 ) % 10,1,10,addition
( 15 + 6 ) % 10,1,10,addition
( 24 * 75 ) % 10,0,10,addition
( 99 * 67 ) % 10,3,10,addition
( 17 + 32 ) % 10,9,10,addition
( 19 * 36 ) % 10,4,10,addition
( 66 + 37 ) % 10,3,10,addition
( 18 + 70 ) % 10,8,10,addition
( 32 * 35 ) % 10,0,10,addition
( 10 + 54 ) % 10,4,10,addition
( 98 * 62 ) % 10,6,10,addition
( 84 * 51 ) % 10,4,10,addition
( 7 * 55 ) % 10,5,10,addition
( 8 + 4 ) % 10,2,10,addition
( 39 + 30 ) % 10,9,10,addition
( 3 + 73 ) % 10,6,10,addition
( 71 + 70 ) % 10,1,10,addition
( 88 + 3 ) % 10,1,10,addition
( 36 * 63 ) % 10,8,10,addition
( 25 + 96 ) % 10,1,10,addition
( 39 + 3 ) % 10,2,10,addition
( 6 + 89 ) % 10,5,10,addition
( 68 * 75 ) % 10,0,10,addition
( 96 * 59 ) % 10,4,10,addition
( 50 * 7 ) % 10,0,10,addition
( 31 + 79 ) % 10,0,10,addition
( 31 + 57 ) % 10,8,10,addition
( 66 * 46 ) % 10,6,10,addition
( 86 + 31 ) % 10,7,10,addition
( 32 * 4 ) % 10,8,10,addition
( 50 + 15 ) % 10,5,10,addition
( 43 + 94 ) % 10,7,10,addition
( 31 + 20 ) % 10,1,10,addition
( 53 + 96 ) % 10,9,10,addition
( 47 + 69 ) % 10,6,10,addition
( 39 + 94 ) % 10,3,10,addition
( 20 + 39 ) % 10,9,10,addition
( 70 * 42 ) % 10,0,10,addition
( 7 + 7 ) % 10,4,10,addition
( 17 + 10 ) % 10,7,10,addition
( 88 + 1 ) % 10,9,10,addition
( 12 + 48 ) % 10,0,10,addition
( 67 * 88 ) % 10,6,10,addition
( 69 * 86 ) % 10,4,10,addition
( 77 + 27 ) % 10,4,10,addition
( 27 * 31 ) % 10,7,10,addition
( 51 * 9 ) % 10,9,10,addition
( 78 + 66 ) % 10,4,10,addition
( 17 * 39 ) % 10,3,10,addition
( 24 * 84 ) % 10,6,10,addition
( 16 * 74 ) % 10,4,10,addition
( 45 + 46 ) % 10,1,10,addition
( 23 + 82 ) % 10,5,10,addition
( 47 * 48 ) % 10,6,10,addition
( 72 + 3 ) % 10,5,10,addition
( 47 + 27 ) % 10,4,10,addition
( 30 * 73 ) % 10,0,10,addition
( 10 + 27 ) % 10,7,10,addition
( 50 * 40 ) % 10,0,10,addition
( 31 * 40 ) % 10,0,10,addition
( 98 * 24 ) % 10,2,10,addition
( 40 + 11 ) % 10,1,10,addition
( 53 + 64 ) % 10,7,10,addition
( 44 + 2 ) % 10,6,10,addition
( 94 + 60 ) % 10,4,10,addition
( 32 * 66 ) % 10,2,10,addition
( 10 * 14 ) % 10,0,10,addition
( 3 + 30 ) % 10,3,10,addition
( 23 + 95 ) % 10,8,10,addition
( 59 * 15 ) % 10,5,10,addition
( 15 + 90 ) % 10,5,10,addition
( 77 + 82 ) % 10,9,10,addition
( 3 * 48 ) % 10,4,10,addition
( 26 * 32 ) % 10,2,10,addition
( 14 * 86 ) % 10,4,10,addition
( 97 * 35 ) % 10,5,10,addition
( 94 * 81 ) % 10,4,10,addition
( 7 * 38 ) % 10,6,10,addition
( 9 * 81 ) % 10,9,10,addition
( 67 * 45 ) % 10,5,10,addition
( 34 + 65 ) % 10,9,10,addition
( 78 + 36 ) % 10,4,10,addition
( 68 * 17 ) % 10,6,10,addition
( 75 * 16 ) % 10,0,10,addition
( 96 * 25 ) % 10,0,10,addition
( 80 + 37 ) % 10,7,10,addition
( 19 * 99 ) % 10,1,10,addition
( 19 + 46 ) % 10,5,10,addition
( 72 * 49 ) % 10,8,10,addition
( 75 + 57 ) % 10,2,10,addition
( 10 + 84 ) % 10,4,10,addition
( 18 * 19 ) % 10,2,10,addition
( 11 * 86 ) % 10,6,10,addition
( 34 * 85 ) % 10,0,10,addition
( 73 * 25 ) % 10,5,10,addition
( 0 * 19 ) % 10,0,10,addition
( 41 + 80 ) % 10,1,10,addition
( 86 + 18 ) % 10,4,10,addition
( 88 + 45 ) % 10,3,10,addition
( 70 + 45 ) % 10,5,10,addition
( 54 * 83 ) % 10,2,10,addition
( 45 + 17 ) % 10,2,10,addition
( 77 + 64 ) % 10,1,10,addition
( 99 * 14 ) % 10,6,10,addition
( 19 + 18 ) % 10,7,10,addition
( 99 + 29 ) % 10,8,10,addition
( 21 * 9 ) % 10,9,10,addition
( 80 + 98 ) % 10,8,10,addition
( 79 + 68 ) % 10,7,10,addition
( 74 * 99 ) % 10,6,10,addition
( 65 * 90 ) % 10,0,10,addition
( 1 * 54 ) % 10,4,10,addition
( 47 + 68 ) % 10,5,10,addition
( 14 + 47 ) % 10,1,10,addition
( 63 * 77 ) % 10,1,10,addition
( 39 * 30 ) % 10,0,10,addition
( 1 * 13 ) % 10,3,10,addition
( 53 + 44 ) % 10,7,10,addition
( 13 * 91 ) % 10,3,10,addition
( 61 * 77 ) % 10,7,10,addition
( 84 * 72 ) % 10,8,10,addition
( 22 * 15 ) % 10,0,10,addition
( 87 * 89 ) % 10,3,10,addition
( 20 + 41 ) % 10,1,10,addition
( 71 * 9 ) % 10,9,10,addition
( 76 * 22 ) % 10,2,10,addition
( 84 * 75 ) % 10,0,10,addition
( 62 * 42 ) % 10,4,10,addition
( 22 * 31 ) % 10,2,10,addition
( 40 * 11 ) % 10,0,10,addition
( 38 * 49 ) % 10,2,10,addition
( 41 * 64 ) % 10,4,10,addition
( 16 * 13 ) % 10,8,10,addition
( 56 * 26 ) % 10,6,10,addition
( 10 * 82 ) % 10,0,10,addition
( 81 + 17 ) % 10,8,10,addition
( 82 + 59 ) % 10,1,10,addition
( 53 * 13 ) % 10,9,10,addition
( 74 * 41 ) % 10,4,10,addition
( 22 * 28 ) % 10,6,10,addition
( 40 + 17 ) % 10,7,10,addition
( 69 * 64 ) % 10,6,10,addition
( 12 + 10 ) % 10,2,10,addition
( 75 + 15 ) % 10,0,10,addition
( 45 * 44 ) % 10,0,10,addition
( 37 + 39 ) % 10,6,10,addition
( 79 + 99 ) % 10,8,10,addition
( 98 + 39 ) % 10,7,10,addition
( 59 + 41 ) % 10,0,10,addition
( 62 + 63 ) % 10,5,10,addition
( 42 * 59 ) % 10,8,10,addition
( 47 + 55 ) % 10,2,10,addition
( 28 * 80 ) % 10,0,10,addition
( 51 * 47 ) % 10,7,10,addition
( 99 + 26 ) % 10,5,10,addition
( 91 + 24 ) % 10,5,10,addition
( 37 * 75 ) % 10,5,10,addition
( 47 * 52 ) % 10,4,10,addition
( 90 + 94 ) % 10,4,10,addition
( 54 + 39 ) % 10,3,10,addition
( 20 + 3 ) % 10,3,10,addition
( 56 * 12 ) % 10,2,10,addition
( 69 + 68 ) % 10,7,10,addition
( 48 * 63 ) % 10,4,10,addition
( 51 * 58 ) % 10,8,10,addition
( 15 * 90 ) % 10,0,10,addition
( 36 + 75 ) % 10,1,10,addition
( 22 + 62 ) % 10,4,10,addition
( 42 * 43 ) % 10,6,10,addition
( 11 * 25 ) % 10,5,10,addition
( 87 * 41 ) % 10,7,10,addition
( 50 + 25 ) % 10,5,10,addition
( 4 + 10 ) % 10,4,10,addition
( 25 * 41 ) % 10,5,10,addition
( 80 + 83 ) % 10,3,10,addition
( 98 * 33 ) % 10,4,10,addition
( 87 + 60 ) % 10,7,10,addition
( 4 * 94 ) % 10,6,10,addition
( 11 + 32 ) % 10,3,10,addition
( 57 + 45 ) % 10,2,10,addition
( 7 + 8 ) % 10,5,10,addition
( 30 * 77 ) % 10,0,10,addition
( 63 + 21 ) % 10,4,10,addition
( 57 * 1 ) % 10,7,10,addition
( 91 + 58 ) % 10,9,10,addition
( 48 * 71 ) % 10,8,10,addition
( 38 + 36 ) % 10,4,10,addition
( 70 + 92 ) % 10,2,10,addition
( 70 + 50 ) % 10,0,10,addition
( 35 * 0 ) % 10,0,10,addition
( 2 * 0 ) % 10,0,10,addition
( 12 * 6 ) % 10,2,10,addition
( 75 + 10 ) % 10,5,10,addition
( 85 * 99 ) % 10,5,10,addition
( 31 + 63 ) % 10,4,10,addition
( 48 + 20 ) % 10,8,10,addition
( 7 * 29 ) % 10,3,10,addition
( 54 * 51 ) % 10,4,10,addition
( 23 + 12 ) % 10,5,10,addition
( 9 + 49 ) % 10,8,10,addition
( 65 + 88 ) % 10,3,10,addition
( 12 + 11 ) % 10,3,10,addition
( 15 * 47 ) % 10,5,10,addition
( 22 * 73 ) % 10,6,10,addition
( 91 * 72 ) % 10,2,10,addition
( 72 + 67 ) % 10,9,10,addition
( 56 * 94 ) % 10,4,10,addition
( 94 * 46 ) % 10,4,10,addition
( 3 + 21 ) % 10,4,10,addition
( 45 + 69 ) % 10,4,10,addition
( 27 * 49 ) % 10,3,10,addition
( 92 + 68 ) % 10,0,10,addition
( 81 * 13 ) % 10,3,10,addition
( 20 * 87 ) % 10,0,10,addition
( 12 * 32 ) % 10,4,10,addition
( 72 * 54 ) % 10,8,10,addition
( 34 + 7 ) % 10,1,10,addition
( 78 * 49 ) % 10,2,10,addition
( 69 * 4 ) % 10,6,10,addition
( 47 * 60 ) % 10,0,10,addition
( 89 * 29 ) % 10,1,10,addition
( 0 + 42 ) % 10,2,10,addition
( 44 * 24 ) % 10,6,10,addition
( 3 + 98 ) % 10,1,10,addition
( 88 + 65 ) % 10,3,10,addition
( 85 + 92 ) % 10,7,10,addition
( 48 * 19 ) % 10,2,10,addition
( 7 * 14 ) % 10,8,10,addition
( 56 + 11 ) % 10,7,10,addition
( 90 + 28 ) % 10,8,10,addition
( 42 + 44 ) % 10,6,10,addition
( 44 + 25 ) % 10,9,10,addition
( 56 + 50 ) % 10,6,10,addition
( 95 + 6 ) % 10,1,10,addition
( 33 + 96 ) % 10,9,10,addition
( 54 * 27 ) % 10,8,10,addition
( 76 + 37 ) % 10,3,10,addition
( 47 * 95 ) % 10,5,10,addition
( 71 + 22 ) % 10,3,10,addition
( 38 * 42 ) % 10,6,10,addition
( 66 + 96 ) % 10,2,10,addition
( 52 * 11 ) % 10,2,10,addition
( 47 + 84 ) % 10,1,10,addition
( 20 + 72 ) % 10,2,10,addition
( 9 * 75 ) % 10,5,10,addition
( 24 * 30 ) % 10,0,10,addition
( 41 + 8 ) % 10,9,10,addition
( 38 + 87 ) % 10,5,10,addition
( 98 + 96 ) % 10,4,10,addition
( 82 + 51 ) % 10,3,10,addition
( 45 + 83 ) % 10,8,10,addition
( 7 + 13 ) % 10,0,10,addition
( 98 + 17 ) % 10,5,10,addition
( 99 * 13 ) % 10,7,10,addition
( 15 * 12 ) % 10,0,10,addition
( 97 * 20 ) % 10,0,10,addition
( 12 + 68 ) % 10,0,10,addition
( 1 + 62 ) % 10,3,10,addition
( 93 * 71 ) % 10,3,10,addition
( 86 + 58 ) % 10,4,10,addition
( 57 * 45 ) % 10,5,10,addition
( 74 * 4 ) % 10,6,10,addition
( 29 + 68 ) % 10,7,10,addition
( 3 * 27 ) % 10,1,10,addition
( 8 * 2 ) % 10,6,10,addition
( 11 + 73 ) % 10,4,10,addition
( 59 + 77 ) % 10,6,10,addition
( 40 + 90 ) % 10,0,10,addition
( 75 + 6 ) % 10,1,10,addition
( 4 + 95 ) % 10,9,10,addition
( 87 + 19 ) % 10,6,10,addition
( 10 + 40 ) % 10,0,10,addition
( 5 + 90 ) % 10,5,10,addition
( 29 * 59 ) % 10,1,10,addition
( 79 * 60 ) % 10,0,10,addition
( 60 + 69 ) % 10,9,10,addition
( 1 * 93 ) % 10,3,10,addition
( 97 * 34 ) % 10,8,10,addition
( 51 + 71 ) % 10,2,10,addition
( 58 + 31 ) % 10,9,10,addition
( 65 * 65 ) % 10,5,10,addition
( 70 + 16 ) % 10,6,10,addition
( 50 + 38 ) % 10,8,10,addition
( 80 + 9 ) % 10,9,10,addition
( 37 * 2 ) % 10,4,10,addition
( 63 * 58 ) % 10,4,10,addition
( 78 * 65 ) % 10,0,10,addition
( 21 + 90 ) % 10,1,10,addition
( 68 * 32 ) % 10,6,10,addition
( 68 * 72 ) % 10,6,10,addition
( 43 * 96 ) % 10,8,10,addition
( 32 + 11 ) % 10,3,10,addition
( 34 * 62 ) % 10,8,10,addition
( 53 + 55 ) % 10,8,10,addition
( 98 * 35 ) % 10,0,10,addition
( 21 * 62 ) % 10,2,10,addition
( 11 + 72 ) % 10,3,10,addition
( 90 + 39 ) % 10,9,10,addition
( 50 + 30 ) % 10,0,10,addition
( 70 * 49 ) % 10,0,10,addition
( 21 + 47 ) % 10,8,10,addition
( 96 + 0 ) % 10,6,10,addition
( 57 * 61 ) % 10,7,10,addition
( 30 * 69 ) % 10,0,10,addition
( 20 + 15 ) % 10,5,10,addition
( 77 + 31 ) % 10,8,10,addition
( 38 + 44 ) % 10,2,10,addition
( 50 + 14 ) % 10,4,10,addition
( 4 * 5 ) % 10,0,10,addition
( 82 + 6 ) % 10,8,10,addition
( 17 + 26 ) % 10,3,10,addition
( 75 + 39 ) % 10,4,10,addition
( 11 * 9 ) % 10,9,10,addition
( 91 + 34 ) % 10,5,10,addition
( 18 + 30 ) % 10,8,10,addition
( 19 * 55 ) % 10,5,10,addition
( 7 + 67 ) % 10,4,10,addition
( 66 * 36 ) % 10,6,10,addition
( 8 + 49 ) % 10,7,10,addition
( 65 * 24 ) % 10,0,10,addition
( 64 * 66 ) % 10,4,10,addition
( 1 + 30 ) % 10,1,10,addition
( 7 + 91 ) % 10,8,10,addition
( 77 * 54 ) % 10,8,10,addition
( 77 * 19 ) % 10,3,10,addition
( 20 + 29 ) % 10,9,10,addition
( 31 + 16 ) % 10,7,10,addition
( 89 + 76 ) % 10,5,10,addition
( 25 * 33 ) % 10,5,10,addition
( 68 + 69 ) % 10,7,10,addition
( 24 + 59 ) % 10,3,10,addition
( 0 * 0 ) % 10,0,10,addition
( 48 * 2 ) % 10,6,10,addition
( 89 + 74 ) % 10,3,10,addition
( 3 * 77 ) % 10,1,10,addition
( 5 + 56 ) % 10,1,10,addition
( 58 + 7 ) % 10,5,10,addition
( 2 * 37 ) % 10,4,10,addition
( 81 * 74 ) % 10,4,10,addition
( 96 + 90 ) % 10,6,10,addition
( 23 * 94 ) % 10,2,10,addition
( 73 * 37 ) % 10,1,10,addition
( 98 + 76 ) % 10,4,10,addition
( 32 * 70 ) % 10,0,10,addition
( 17 + 60 ) % 10,7,10,addition
( 88 + 27 ) % 10,5,10,addition
( 10 + 26 ) % 10,6,10,addition
( 4 * 63 ) % 10,2,10,addition
( 16 + 62 ) % 10,8,10,addition
( 92 * 27 ) % 10,4,10,addition
( 1 + 48 ) % 10,9,10,addition
( 33 + 24 ) % 10,7,10,addition
( 8 * 50 ) % 10,0,10,addition
( 1 * 59 ) % 10,9,10,addition
( 40 * 76 ) % 10,0,10,addition
( 9 + 30 ) % 10,9,10,addition
( 75 + 62 ) % 10,7,10,addition
( 94 * 76 ) % 10,4,10,addition
( 34 * 26 ) % 10,4,10,addition
( 96 + 78 ) % 10,4,10,addition
( 26 * 56 ) % 10,6,10,addition
( 97 * 18 ) % 10,6,10,addition
( 99 * 56 ) % 10,4,10,addition
( 80 * 63 ) % 10,0,10,addition
( 24 + 3 ) % 10,7,10,addition
( 41 + 52 ) % 10,3,10,addition
( 88 + 48 ) % 10,6,10,addition
( 80 + 8 ) % 10,8,10,addition
( 79 + 65 ) % 10,4,10,addition
( 37 * 68 ) % 10,6,10,addition
( 51 + 5 ) % 10,6,10,addition
( 80 * 83 ) % 10,0,10,addition
( 90 + 7 ) % 10,7,10,addition
( 41 * 6 ) % 10,6,10,addition
( 49 * 92 ) % 10,8,10,addition
( 53 * 84 ) % 10,2,10,addition
( 61 * 85 ) % 10,5,10,addition
( 5 * 93 ) % 10,5,10,addition
( 42 + 1 ) % 10,3,10,addition
( 66 * 50 ) % 10,0,10,addition
( 69 * 51 ) % 10,9,10,addition
( 50 * 8 ) % 10,0,10,addition
( 52 * 22 ) % 10,4,10,addition
( 5 * 35 ) % 10,5,10,addition
( 94 + 53 ) % 10,7,10,addition
( 81 + 4 ) % 10,5,10,addition
( 31 + 49 ) % 10,0,10,addition
( 66 * 32 ) % 10,2,10,addition
( 98 + 63 ) % 10,1,10,addition
( 1 * 88 ) % 10,8,10,addition
( 46 * 84 ) % 10,4,10,addition
( 74 + 41 ) % 10,5,10,addition
( 57 + 64 ) % 10,1,10,addition
( 35 + 31 ) % 10,6,10,addition
( 37 + 24 ) % 10,1,10,addition
( 97 * 49 ) % 10,3,10,addition
( 9 * 27 ) % 10,3,10,addition
( 82 * 36 ) % 10,2,10,addition
( 94 + 63 ) % 10,7,10,addition
( 64 + 71 ) % 10,5,10,addition
( 84 * 16 ) % 10,4,10,addition
( 62 + 70 ) % 10,2,10,addition
( 79 + 22 ) % 10,1,10,addition
( 98 * 7 ) % 10,6,10,addition
( 77 * 66 ) % 10,2,10,addition
( 62 * 0 ) % 10,0,10,addition
( 8 + 66 ) % 10,4,10,addition
( 53 * 25 ) % 10,5,10,addition
( 77 + 22 ) % 10,9,10,addition
( 18 * 81 ) % 10,8,10,addition
( 38 + 47 ) % 10,5,10,addition
( 86 + 8 ) % 10,4,10,addition
( 85 + 23 ) % 10,8,10,addition
( 13 * 69 ) % 10,7,10,addition
( 66 * 45 ) % 10,0,10,addition
( 79 * 23 ) % 10,7,10,addition
( 16 * 59 ) % 10,4,10,addition
( 88 * 89 ) % 10,2,10,addition
( 31 * 52 ) % 10,2,10,addition
( 61 + 41 ) % 10,2,10,addition
( 31 + 39 ) % 10,0,10,addition
( 53 * 12 ) % 10,6,10,addition
( 45 + 0 ) % 10,5,10,addition
( 49 * 71 ) % 10,9,10,addition
( 99 + 50 ) % 10,9,10,addition
( 28 * 56 ) % 10,8,10,addition
( 67 + 89 ) % 10,6,10,addition
( 68 + 1 ) % 10,9,10,addition
( 55 * 81 ) % 10,5,10,addition
( 61 * 35 ) % 10,5,10,addition
( 15 * 51 ) % 10,5,10,addition
( 88 + 39 ) % 10,7,10,addition
( 22 * 51 ) % 10,2,10,addition
( 66 * 69 ) % 10,4,10,addition
( 42 * 36 ) % 10,2,10,addition
( 62 * 95 ) % 10,0,10,addition
( 60 * 69 ) % 10,0,10,addition
( 81 + 30 ) % 10,1,10,addition
( 38 * 33 ) % 10,4,10,addition
( 52 + 83 ) % 10,5,10,addition
( 29 * 87 ) % 10,3,10,addition
( 61 + 31 ) % 10,2,10,addition
( 1 * 56 ) % 10,6,10,addition
( 6 * 59 ) % 10,4,10,addition
( 76 + 89 ) % 10,5,10,addition
( 13 * 73 ) % 10,9,10,addition
( 54 + 42 ) % 10,6,10,addition
( 0 + 48 ) % 10,8,10,addition
( 73 + 88 ) % 10,1,10,addition
( 51 * 0 ) % 10,0,10,addition
( 13 * 87 ) % 10,1,10,addition
( 63 * 82 ) % 10,6,10,addition
( 65 + 98 ) % 10,3,10,addition
( 74 * 2 ) % 10,8,10,addition
( 85 + 55 ) % 10,0,10,addition
( 60 + 79 ) % 10,9,10,addition
( 87 * 48 ) % 10,6,10,addition
( 98 + 30 ) % 10,8,10,addition
( 97 * 2 ) % 10,4,10,addition
( 39 * 97 ) % 10,3,10,addition
( 4 * 60 ) % 10,0,10,addition
( 15 + 65 ) % 10,0,10,addition
( 51 * 2 ) % 10,2,10,addition
( 88 + 28 ) % 10,6,10,addition
( 60 + 37 ) % 10,7,10,addition
( 52 * 68 ) % 10,6,10,addition
( 74 + 72 ) % 10,6,10,addition
( 53 * 87 ) % 10,1,10,addition
( 49 * 7 ) % 10,3,10,addition
( 27 * 48 ) % 10,6,10,addition
( 47 * 17 ) % 10,9,10,addition
( 97 + 7 ) % 10,4,10,addition
( 56 + 93 ) % 10,9,10,addition
( 87 * 40 ) % 10,0,10,addition
( 78 + 49 ) % 10,7,10,addition
( 70 + 31 ) % 10,1,10,addition
( 71 * 76 ) % 10,6,10,addition
( 38 + 93 ) % 10,1,10,addition
( 32 * 18 ) % 10,6,10,addition
( 85 * 95 ) % 10,5,10,addition
( 80 * 60 ) % 10,0,10,addition
( 1 * 90 ) % 10,0,10,addition
( 5 * 23 ) % 10,5,10,addition
( 51 * 40 ) % 10,0,10,addition
( 25 + 32 ) % 10,7,10,addition
( 7 + 21 ) % 10,8,10,addition
( 50 + 12 ) % 10,2,10,addition
( 48 * 59 ) % 10,2,10,addition
( 73 + 61 ) % 10,4,10,addition
( 87 + 34 ) % 10,1,10,addition
( 93 * 45 ) % 10,5,10,addition
( 49 + 29 ) % 10,8,10,addition
( 83 * 34 ) % 10,2,10,addition
( 50 + 9 ) % 10,9,10,addition
( 32 + 33 ) % 10,5,10,addition
( 46 + 70 ) % 10,6,10,addition
( 87 * 39 ) % 10,3,10,addition
( 77 + 87 ) % 10,4,10,addition
( 9 * 93 ) % 10,7,10,addition
( 57 * 44 ) % 10,8,10,addition
( 58 * 31 ) % 10,8,10,addition
( 15 * 96 ) % 10,0,10,addition
( 53 + 60 ) % 10,3,10,addition
( 61 * 96 ) % 10,6,10,addition
( 89 * 60 ) % 10,0,10,addition
( 94 * 7 ) % 10,8,10,addition
( 94 + 2 ) % 10,6,10,addition
( 22 * 87 ) % 10,4,10,addition
( 25 * 99 ) % 10,5,10,addition
( 40 + 64 ) % 10,4,10,addition
( 4 + 19 ) % 10,3,10,addition
( 65 * 40 ) % 10,0,10,addition
( 75 * 91 ) % 10,5,10,addition
( 6 * 75 ) % 10,0,10,addition
( 25 * 66 ) % 10,0,10,addition
( 88 + 19 ) % 10,7,10,addition
( 34 + 35 ) % 10,9,10,addition
( 48 * 0 ) % 10,0,10,addition
( 66 * 5 ) % 10,0,10,addition
( 39 + 17 ) % 10,6,10,addition
( 35 * 69 ) % 10,5,10,addition
( 66 + 95 ) % 10,1,10,addition
( 87 * 18 ) % 10,6,10,addition
( 41 + 21 ) % 10,2,10,addition
( 47 * 83 ) % 10,1,10,addition
( 37 + 3 ) % 10,0,10,addition
( 0 + 18 ) % 10,8,10,addition
( 47 * 14 ) % 10,8,10,addition
( 3 + 41 ) % 10,4,10,addition
( 46 * 50 ) % 10,0,10,addition
( 95 + 45 ) % 10,0,10,addition
( 32 + 88 ) % 10,0,10,addition
( 68 * 22 ) % 10,6,10,addition
( 22 + 13 ) % 10,5,10,addition
( 68 + 32 ) % 10,0,10,addition
( 89 * 13 ) % 10,7,10,addition
( 95 + 98 ) % 10,3,10,addition
( 7 + 93 ) % 10,0,10,addition
( 20 * 10 ) % 10,0,10,addition
( 92 * 86 ) % 10,2,10,addition
( 18 + 67 ) % 10,5,10,addition
( 84 + 9 ) % 10,3,10,addition
( 45 * 33 ) % 10,5,10,addition
( 62 * 82 ) % 10,4,10,addition
( 18 + 33 ) % 10,1,10,addition
( 2 + 15 ) % 10,7,10,addition
( 40 + 6 ) % 10,6,10,addition
( 33 + 82 ) % 10,5,10,addition
