input,output,modulus,operation
(60 * 16 * 85) % 10,0,10,multiplication
(63 + 34 * 28) % 10,5,10,addAndMulti
(58 * 56 * 51) % 10,8,10,multiplication
(65 * 92 * 99) % 10,0,10,multiplication
(58 + 99 * 19) % 10,9,10,addAndMulti
(35 + 5 + 71) % 10,1,10,addition
(98 * 46 + 20) % 10,8,10,addAndMulti
(90 * 87 + 88) % 10,8,10,addAndMulti
(10 * 22 + 74) % 10,4,10,addAndMulti
(28 * 95 * 23) % 10,0,10,multiplication
(97 + 67 * 84) % 10,5,10,addAndMulti
(47 + 21 * 20) % 10,7,10,addAndMulti
(38 * 37 * 1) % 10,6,10,multiplication
(45 + 14 * 85) % 10,5,10,addAndMulti
(68 * 58 + 88) % 10,2,10,addAndMulti
(41 + 42 * 61) % 10,3,10,addAndMulti
(17 * 70 + 27) % 10,7,10,addAndMulti
(21 * 62 + 53) % 10,5,10,addAndMulti
(67 * 19 * 73) % 10,9,10,multiplication
(45 * 65 + 64) % 10,9,10,addAndMulti
(76 * 72 * 90) % 10,0,10,multiplication
(76 * 28 + 76) % 10,4,10,addAndMulti
(72 + 76 * 92) % 10,4,10,addAndMulti
(32 * 45 + 56) % 10,6,10,addAndMulti
(9 * 39 + 34) % 10,5,10,addAndMulti
(7 * 8 * 30) % 10,0,10,multiplication
(82 * 51 + 44) % 10,6,10,addAndMulti
(4 + 11 + 72) % 10,7,10,addition
(47 * 89 + 24) % 10,7,10,addAndMulti
(70 + 35 + 42) % 10,7,10,addition
(62 * 9 * 15) % 10,0,10,multiplication
(98 + 9 * 44) % 10,4,10,addAndMulti
(94 + 8 + 31) % 10,3,10,addition
(67 * 1 * 36) % 10,2,10,multiplication
(72 + 82 + 43) % 10,7,10,addition
(35 + 89 * 94) % 10,1,10,addAndMulti
(90 + 55 * 60) % 10,0,10,addAndMulti
(74 + 14 + 61) % 10,9,10,addition
(33 + 59 * 18) % 10,5,10,addAndMulti
(28 + 21 * 65) % 10,3,10,addAndMulti
(96 * 23 * 92) % 10,6,10,multiplication
(71 + 81 * 8) % 10,9,10,addAndMulti
(5 + 24 * 61) % 10,9,10,addAndMulti
(10 * 50 + 12) % 10,2,10,addAndMulti
(21 + 79 + 39) % 10,9,10,addition
(66 * 79 + 92) % 10,6,10,addAndMulti
(21 * 92 + 28) % 10,0,10,addAndMulti
(55 + 29 + 65) % 10,9,10,addition
(47 + 19 + 17) % 10,3,10,addition
(7 * 19 * 87) % 10,1,10,multiplication
(26 * 83 + 51) % 10,9,10,addAndMulti
(43 + 59 * 57) % 10,6,10,addAndMulti
(23 * 42 * 72) % 10,2,10,multiplication
(14 * 22 + 41) % 10,9,10,addAndMulti
(83 + 35 * 73) % 10,8,10,addAndMulti
(98 * 20 + 50) % 10,0,10,addAndMulti
(98 + 58 + 44) % 10,0,10,addition
(12 * 49 + 14) % 10,2,10,addAndMulti
(46 * 19 + 30) % 10,4,10,addAndMulti
(48 + 13 + 85) % 10,6,10,addition
(6 + 96 + 24) % 10,6,10,addition
(29 + 49 + 84) % 10,2,10,addition
(52 + 11 * 23) % 10,5,10,addAndMulti
(91 + 90 * 58) % 10,1,10,addAndMulti
(38 * 65 * 23) % 10,0,10,multiplication
(25 + 33 * 32) % 10,1,10,addAndMulti
(11 * 18 + 15) % 10,3,10,addAndMulti
(20 + 95 + 58) % 10,3,10,addition
(52 + 35 + 34) % 10,1,10,addition
(27 * 58 + 86) % 10,2,10,addAndMulti
(15 * 18 + 45) % 10,5,10,addAndMulti
(98 * 10 * 71) % 10,0,10,multiplication
(93 * 25 + 71) % 10,6,10,addAndMulti
(40 + 16 * 39) % 10,4,10,addAndMulti
(92 * 52 * 55) % 10,0,10,multiplication
(3 * 78 + 66) % 10,0,10,addAndMulti
(33 * 62 + 36) % 10,2,10,addAndMulti
(16 * 32 * 39) % 10,8,10,multiplication
(36 + 34 + 70) % 10,0,10,addition
(12 + 45 + 47) % 10,4,10,addition
(4 + 48 * 90) % 10,4,10,addAndMulti
(50 + 1 + 59) % 10,0,10,addition
(84 * 3 * 95) % 10,0,10,multiplication
(66 * 7 + 33) % 10,5,10,addAndMulti
(22 + 6 + 3) % 10,1,10,addition
(50 * 95 * 35) % 10,0,10,multiplication
(3 + 47 + 93) % 10,3,10,addition
(11 * 57 * 34) % 10,8,10,multiplication
(45 * 69 + 41) % 10,6,10,addAndMulti
(0 * 77 + 32) % 10,2,10,addAndMulti
(55 + 70 + 2) % 10,7,10,addition
(83 * 17 + 87) % 10,8,10,addAndMulti
(93 + 61 + 93) % 10,7,10,addition
(94 * 76 + 98) % 10,2,10,addAndMulti
(59 + 93 * 47) % 10,0,10,addAndMulti
(49 * 47 + 31) % 10,4,10,addAndMulti
(34 + 21 * 30) % 10,4,10,addAndMulti
(5 * 81 + 1) % 10,6,10,addAndMulti
(1 * 50 + 97) % 10,7,10,addAndMulti
(73 + 50 * 98) % 10,3,10,addAndMulti
(9 + 69 * 14) % 10,5,10,addAndMulti
(58 * 21 * 0) % 10,0,10,multiplication
(67 + 44 + 26) % 10,7,10,addition
(36 + 58 + 39) % 10,3,10,addition
(89 + 98 * 96) % 10,7,10,addAndMulti
(72 * 59 + 8) % 10,6,10,addAndMulti
(31 + 11 + 59) % 10,1,10,addition
(59 * 3 * 93) % 10,1,10,multiplication
(58 * 83 * 35) % 10,0,10,multiplication
(89 * 58 + 33) % 10,5,10,addAndMulti
(87 + 0 + 42) % 10,9,10,addition
(67 * 90 * 67) % 10,0,10,multiplication
(31 * 19 * 29) % 10,1,10,multiplication
(76 + 60 * 58) % 10,6,10,addAndMulti
(62 + 38 + 27) % 10,7,10,addition
(3 + 98 * 52) % 10,9,10,addAndMulti
(88 * 47 * 7) % 10,2,10,multiplication
(55 + 57 + 48) % 10,0,10,addition
(2 * 85 + 80) % 10,0,10,addAndMulti
(34 * 15 * 71) % 10,0,10,multiplication
(39 + 53 + 82) % 10,4,10,addition
(26 * 84 + 75) % 10,9,10,addAndMulti
(96 * 95 * 19) % 10,0,10,multiplication
(69 * 70 + 66) % 10,6,10,addAndMulti
(60 + 24 * 96) % 10,4,10,addAndMulti
(55 + 32 + 60) % 10,7,10,addition
(28 * 28 + 28) % 10,2,10,addAndMulti
(66 * 75 + 0) % 10,0,10,addAndMulti
(14 * 19 + 14) % 10,0,10,addAndMulti
(24 + 23 + 76) % 10,3,10,addition
(48 + 71 + 39) % 10,8,10,addition
(8 * 85 * 44) % 10,0,10,multiplication
(4 * 10 * 95) % 10,0,10,multiplication
(14 * 37 * 84) % 10,2,10,multiplication
(96 * 75 + 50) % 10,0,10,addAndMulti
(85 + 95 + 6) % 10,6,10,addition
(8 * 41 + 74) % 10,2,10,addAndMulti
(93 + 50 + 41) % 10,4,10,addition
(98 + 26 + 8) % 10,2,10,addition
(17 + 94 * 85) % 10,7,10,addAndMulti
(7 + 27 + 57) % 10,1,10,addition
(23 + 99 * 3) % 10,0,10,addAndMulti
(43 + 25 + 63) % 10,1,10,addition
(54 + 71 * 7) % 10,1,10,addAndMulti
(69 + 33 + 61) % 10,3,10,addition
(69 * 73 * 28) % 10,6,10,multiplication
(92 * 91 + 21) % 10,3,10,addAndMulti
(82 * 28 + 16) % 10,2,10,addAndMulti
(15 + 18 + 65) % 10,8,10,addition
(0 + 50 * 59) % 10,0,10,addAndMulti
(42 * 49 * 66) % 10,8,10,multiplication
(55 * 12 + 27) % 10,7,10,addAndMulti
(43 + 18 * 2) % 10,9,10,addAndMulti
(21 + 97 + 0) % 10,8,10,addition
(27 * 67 * 26) % 10,4,10,multiplication
(26 * 14 + 54) % 10,8,10,addAndMulti
(79 * 36 + 54) % 10,8,10,addAndMulti
(63 * 52 * 2) % 10,2,10,multiplication
(44 * 47 * 5) % 10,0,10,multiplication
(34 + 74 * 34) % 10,0,10,addAndMulti
(20 + 49 + 29) % 10,8,10,addition
(8 * 72 + 36) % 10,2,10,addAndMulti
(9 + 13 * 9) % 10,6,10,addAndMulti
(92 * 13 + 32) % 10,8,10,addAndMulti
(20 * 40 + 90) % 10,0,10,addAndMulti
(27 * 95 * 65) % 10,5,10,multiplication
(97 * 72 * 3) % 10,2,10,multiplication
(71 * 58 + 89) % 10,7,10,addAndMulti
(28 * 96 * 56) % 10,8,10,multiplication
(42 * 30 + 14) % 10,4,10,addAndMulti
(9 + 19 * 0) % 10,9,10,addAndMulti
(54 + 17 * 46) % 10,6,10,addAndMulti
(50 + 47 * 5) % 10,5,10,addAndMulti
(95 + 10 * 26) % 10,5,10,addAndMulti
(34 + 62 * 60) % 10,4,10,addAndMulti
(47 + 70 * 27) % 10,7,10,addAndMulti
(59 + 94 + 35) % 10,8,10,addition
(83 + 74 + 58) % 10,5,10,addition
(53 * 65 + 62) % 10,7,10,addAndMulti
(88 + 28 * 52) % 10,4,10,addAndMulti
(72 * 96 + 89) % 10,1,10,addAndMulti
(67 * 20 + 4) % 10,4,10,addAndMulti
(99 + 51 + 35) % 10,5,10,addition
(65 + 44 + 25) % 10,4,10,addition
(4 * 32 * 25) % 10,0,10,multiplication
(26 * 97 + 94) % 10,6,10,addAndMulti
(76 * 54 * 68) % 10,2,10,multiplication
(60 + 92 + 69) % 10,1,10,addition
(73 * 86 * 27) % 10,6,10,multiplication
(97 + 99 * 48) % 10,9,10,addAndMulti
(54 + 50 + 78) % 10,2,10,addition
(42 + 42 + 19) % 10,3,10,addition
(26 + 90 * 92) % 10,6,10,addAndMulti
(54 + 33 * 0) % 10,4,10,addAndMulti
(53 * 9 * 30) % 10,0,10,multiplication
(98 + 9 * 30) % 10,8,10,addAndMulti
(55 * 22 + 6) % 10,6,10,addAndMulti
(4 + 24 + 35) % 10,3,10,addition
(12 + 87 + 41) % 10,0,10,addition
(51 * 18 * 59) % 10,2,10,multiplication
(80 * 7 + 35) % 10,5,10,addAndMulti
(17 * 33 * 5) % 10,5,10,multiplication
(79 * 61 * 13) % 10,7,10,multiplication
(50 * 9 * 0) % 10,0,10,multiplication
(34 * 14 * 3) % 10,8,10,multiplication
(23 + 20 + 5) % 10,8,10,addition
(45 + 1 * 93) % 10,8,10,addAndMulti
(88 * 48 + 64) % 10,8,10,addAndMulti
(21 + 71 * 61) % 10,2,10,addAndMulti
(17 * 96 * 68) % 10,6,10,multiplication
(14 * 39 + 33) % 10,9,10,addAndMulti
(80 + 5 * 42) % 10,0,10,addAndMulti
(15 * 60 + 80) % 10,0,10,addAndMulti
(71 + 20 + 35) % 10,6,10,addition
(76 + 54 * 45) % 10,6,10,addAndMulti
(35 + 71 * 52) % 10,7,10,addAndMulti
(40 + 43 * 30) % 10,0,10,addAndMulti
(35 * 42 + 1) % 10,1,10,addAndMulti
(47 * 8 + 38) % 10,4,10,addAndMulti
(85 * 11 + 35) % 10,0,10,addAndMulti
(98 + 81 + 34) % 10,3,10,addition
(18 + 13 * 78) % 10,2,10,addAndMulti
(29 + 47 * 9) % 10,2,10,addAndMulti
(94 * 22 + 3) % 10,1,10,addAndMulti
(74 * 93 + 2) % 10,4,10,addAndMulti
(42 * 10 * 69) % 10,0,10,multiplication
(40 + 4 * 98) % 10,2,10,addAndMulti
(97 + 61 + 43) % 10,1,10,addition
(18 * 32 * 66) % 10,6,10,multiplication
(5 * 11 + 45) % 10,0,10,addAndMulti
(35 * 14 + 89) % 10,9,10,addAndMulti
(80 * 29 + 90) % 10,0,10,addAndMulti
(82 + 21 * 56) % 10,8,10,addAndMulti
(90 * 33 * 32) % 10,0,10,multiplication
(28 + 5 * 70) % 10,8,10,addAndMulti
(44 * 93 * 37) % 10,4,10,multiplication
(14 * 36 + 50) % 10,4,10,addAndMulti
(32 * 81 * 37) % 10,4,10,multiplication
(96 + 31 * 20) % 10,6,10,addAndMulti
(61 + 95 + 31) % 10,7,10,addition
(60 * 5 + 16) % 10,6,10,addAndMulti
(98 * 75 * 21) % 10,0,10,multiplication
(32 * 22 * 36) % 10,4,10,multiplication
(38 + 29 * 16) % 10,2,10,addAndMulti
(57 + 18 + 49) % 10,4,10,addition
(59 + 43 * 30) % 10,9,10,addAndMulti
(26 + 75 * 71) % 10,1,10,addAndMulti
(91 * 39 + 76) % 10,5,10,addAndMulti
(28 * 56 * 60) % 10,0,10,multiplication
(45 + 14 + 4) % 10,3,10,addition
(43 * 56 * 6) % 10,8,10,multiplication
(28 + 17 * 31) % 10,5,10,addAndMulti
(19 + 55 + 3) % 10,7,10,addition
(65 * 35 * 53) % 10,5,10,multiplication
(36 * 9 + 41) % 10,5,10,addAndMulti
(39 + 17 + 0) % 10,6,10,addition
(74 * 17 + 56) % 10,4,10,addAndMulti
(15 + 53 * 40) % 10,5,10,addAndMulti
(48 * 76 + 44) % 10,2,10,addAndMulti
(5 * 38 + 93) % 10,3,10,addAndMulti
(34 * 5 + 4) % 10,4,10,addAndMulti
(34 * 95 * 32) % 10,0,10,multiplication
(87 + 32 * 6) % 10,9,10,addAndMulti
(59 + 28 + 10) % 10,7,10,addition
(15 + 95 + 49) % 10,9,10,addition
(34 + 78 + 13) % 10,5,10,addition
(45 + 62 * 33) % 10,1,10,addAndMulti
(19 * 74 * 56) % 10,6,10,multiplication
(54 * 60 * 43) % 10,0,10,multiplication
(27 * 54 * 25) % 10,0,10,multiplication
(32 * 14 + 69) % 10,7,10,addAndMulti
(35 + 56 + 26) % 10,7,10,addition
(43 + 84 * 20) % 10,3,10,addAndMulti
(66 + 10 + 5) % 10,1,10,addition
(83 + 51 + 22) % 10,6,10,addition
(68 * 77 * 13) % 10,8,10,multiplication
(62 + 39 + 62) % 10,3,10,addition
(25 + 6 * 72) % 10,7,10,addAndMulti
(52 + 63 * 20) % 10,2,10,addAndMulti
(85 * 7 + 49) % 10,4,10,addAndMulti
(14 + 33 * 34) % 10,6,10,addAndMulti
(25 * 64 * 0) % 10,0,10,multiplication
(48 * 9 + 98) % 10,0,10,addAndMulti
(33 * 64 * 31) % 10,2,10,multiplication
(30 + 31 * 46) % 10,6,10,addAndMulti
(73 + 53 * 47) % 10,4,10,addAndMulti
(90 * 97 * 56) % 10,0,10,multiplication
(67 * 86 + 12) % 10,4,10,addAndMulti
(64 * 99 * 99) % 10,4,10,multiplication
(29 * 77 * 23) % 10,9,10,multiplication
(45 + 68 + 79) % 10,2,10,addition
(4 * 76 * 46) % 10,4,10,multiplication
(2 + 33 + 41) % 10,6,10,addition
(65 * 6 + 63) % 10,3,10,addAndMulti
(25 * 63 * 43) % 10,5,10,multiplication
(64 * 71 + 83) % 10,7,10,addAndMulti
(18 + 49 * 56) % 10,2,10,addAndMulti
(81 * 75 * 47) % 10,5,10,multiplication
(83 + 17 * 72) % 10,7,10,addAndMulti
(99 + 2 * 85) % 10,9,10,addAndMulti
(29 + 81 + 70) % 10,0,10,addition
(74 + 57 * 19) % 10,7,10,addAndMulti
(56 + 83 + 22) % 10,1,10,addition
(94 + 86 + 90) % 10,0,10,addition
(93 + 34 * 5) % 10,3,10,addAndMulti
(43 * 61 + 14) % 10,7,10,addAndMulti
(73 * 76 * 33) % 10,4,10,multiplication
(95 + 64 * 95) % 10,5,10,addAndMulti
(31 * 7 + 64) % 10,1,10,addAndMulti
(85 + 63 + 89) % 10,7,10,addition
(89 * 77 + 10) % 10,3,10,addAndMulti
(85 + 11 + 63) % 10,9,10,addition
(45 * 96 + 0) % 10,0,10,addAndMulti
(89 + 41 * 39) % 10,8,10,addAndMulti
(29 * 38 * 79) % 10,8,10,multiplication
(20 + 29 * 35) % 10,5,10,addAndMulti
(3 + 99 + 58) % 10,0,10,addition
(83 * 81 * 11) % 10,3,10,multiplication
(24 + 65 * 30) % 10,4,10,addAndMulti
(29 * 19 + 8) % 10,9,10,addAndMulti
(98 * 24 * 4) % 10,8,10,multiplication
(10 + 62 * 23) % 10,6,10,addAndMulti
(75 * 16 + 44) % 10,4,10,addAndMulti
(15 * 37 * 23) % 10,5,10,multiplication
(63 * 77 * 83) % 10,3,10,multiplication
(55 * 17 * 70) % 10,0,10,multiplication
(97 * 41 * 85) % 10,5,10,multiplication
(60 * 65 + 89) % 10,9,10,addAndMulti
(1 * 81 * 9) % 10,9,10,multiplication
(10 + 18 + 6) % 10,4,10,addition
(89 + 26 * 10) % 10,9,10,addAndMulti
(96 + 93 + 19) % 10,8,10,addition
(81 + 17 + 7) % 10,5,10,addition
(13 + 57 + 42) % 10,2,10,addition
(35 * 4 * 90) % 10,0,10,multiplication
(54 * 57 * 86) % 10,8,10,multiplication
(12 + 38 * 43) % 10,6,10,addAndMulti
(79 + 85 + 95) % 10,9,10,addition
(76 + 42 + 49) % 10,7,10,addition
(57 * 82 + 75) % 10,9,10,addAndMulti
(4 + 90 * 79) % 10,4,10,addAndMulti
(53 + 94 + 83) % 10,0,10,addition
(71 * 75 * 8) % 10,0,10,multiplication
(80 + 54 + 88) % 10,2,10,addition
(20 * 96 * 42) % 10,0,10,multiplication
(11 + 48 * 0) % 10,1,10,addAndMulti
(90 * 94 + 16) % 10,6,10,addAndMulti
(47 * 0 + 84) % 10,4,10,addAndMulti
(6 + 86 * 35) % 10,6,10,addAndMulti
(44 + 45 * 15) % 10,9,10,addAndMulti
(33 * 9 + 39) % 10,6,10,addAndMulti
(0 + 60 + 64) % 10,4,10,addition
(27 + 84 + 86) % 10,7,10,addition
(30 + 14 * 42) % 10,8,10,addAndMulti
(16 + 68 * 21) % 10,4,10,addAndMulti
(92 * 27 * 15) % 10,0,10,multiplication
(91 + 48 + 12) % 10,1,10,addition
(22 + 60 * 7) % 10,2,10,addAndMulti
(10 + 72 + 97) % 10,9,10,addition
(55 + 85 + 80) % 10,0,10,addition
(37 + 92 + 16) % 10,5,10,addition
(93 + 56 + 3) % 10,2,10,addition
(92 * 56 + 21) % 10,3,10,addAndMulti
(2 * 30 + 46) % 10,6,10,addAndMulti
(23 + 31 * 29) % 10,2,10,addAndMulti
(78 + 42 * 22) % 10,2,10,addAndMulti
(1 * 70 * 80) % 10,0,10,multiplication
(69 + 92 * 42) % 10,3,10,addAndMulti
(34 + 13 + 10) % 10,7,10,addition
(96 + 11 + 13) % 10,0,10,addition
(33 + 59 * 54) % 10,9,10,addAndMulti
(58 * 51 + 27) % 10,5,10,addAndMulti
(54 + 43 + 87) % 10,4,10,addition
(8 * 59 * 8) % 10,6,10,multiplication
(71 + 46 + 30) % 10,7,10,addition
(66 * 80 + 54) % 10,4,10,addAndMulti
(87 * 33 * 69) % 10,9,10,multiplication
(98 + 92 + 58) % 10,8,10,addition
(60 + 3 + 34) % 10,7,10,addition
(55 * 45 + 50) % 10,5,10,addAndMulti
(17 * 93 * 20) % 10,0,10,multiplication
(3 * 17 * 52) % 10,2,10,multiplication
(89 * 12 * 1) % 10,8,10,multiplication
(60 * 51 * 76) % 10,0,10,multiplication
(52 * 25 + 91) % 10,1,10,addAndMulti
(70 + 34 + 16) % 10,0,10,addition
(45 * 38 * 15) % 10,0,10,multiplication
(73 * 62 * 9) % 10,4,10,multiplication
(93 * 19 + 68) % 10,5,10,addAndMulti
(66 + 61 * 98) % 10,4,10,addAndMulti
(1 * 17 * 39) % 10,3,10,multiplication
(67 + 80 + 54) % 10,1,10,addition
(32 + 77 * 12) % 10,6,10,addAndMulti
(68 * 21 * 0) % 10,0,10,multiplication
(55 + 68 + 47) % 10,0,10,addition
(84 + 54 * 72) % 10,2,10,addAndMulti
(47 * 59 * 32) % 10,6,10,multiplication
(9 + 39 * 27) % 10,2,10,addAndMulti
(52 * 98 + 74) % 10,0,10,addAndMulti
(73 * 12 + 46) % 10,2,10,addAndMulti
(89 * 9 + 71) % 10,2,10,addAndMulti
(62 + 93 + 75) % 10,0,10,addition
(8 * 10 * 99) % 10,0,10,multiplication
(78 + 17 * 20) % 10,8,10,addAndMulti
(36 + 93 * 65) % 10,1,10,addAndMulti
(16 + 98 * 87) % 10,2,10,addAndMulti
(93 + 65 * 89) % 10,8,10,addAndMulti
(33 * 61 + 61) % 10,4,10,addAndMulti
(84 * 45 + 68) % 10,8,10,addAndMulti
(43 + 47 * 21) % 10,0,10,addAndMulti
(45 * 11 * 60) % 10,0,10,multiplication
(13 + 6 * 85) % 10,3,10,addAndMulti
(35 + 52 + 42) % 10,9,10,addition
(61 * 34 + 82) % 10,6,10,addAndMulti
(54 * 51 * 53) % 10,2,10,multiplication
(27 + 17 * 10) % 10,7,10,addAndMulti
(7 + 67 + 72) % 10,6,10,addition
(84 * 39 * 32) % 10,2,10,multiplication
(16 * 80 + 40) % 10,0,10,addAndMulti
(69 + 41 * 43) % 10,2,10,addAndMulti
(59 * 17 + 32) % 10,5,10,addAndMulti
(36 + 29 * 67) % 10,9,10,addAndMulti
(73 * 72 + 72) % 10,8,10,addAndMulti
(14 * 1 * 69) % 10,6,10,multiplication
(52 + 59 * 64) % 10,8,10,addAndMulti
(62 + 68 * 73) % 10,6,10,addAndMulti
(29 + 97 * 32) % 10,3,10,addAndMulti
(30 * 50 + 67) % 10,7,10,addAndMulti
(22 + 93 * 36) % 10,0,10,addAndMulti
(27 + 0 + 7) % 10,4,10,addition
(5 * 40 * 43) % 10,0,10,multiplication
(4 * 12 * 94) % 10,2,10,multiplication
(41 + 72 * 98) % 10,7,10,addAndMulti
(68 + 39 + 11) % 10,8,10,addition
(12 * 46 * 90) % 10,0,10,multiplication
(66 + 52 + 63) % 10,1,10,addition
(18 * 70 * 13) % 10,0,10,multiplication
(38 * 63 * 20) % 10,0,10,multiplication
(24 * 65 * 75) % 10,0,10,multiplication
(87 + 5 * 83) % 10,2,10,addAndMulti
(51 + 65 + 64) % 10,0,10,addition
(70 * 51 * 45) % 10,0,10,multiplication
(42 + 83 * 70) % 10,2,10,addAndMulti
(8 + 3 * 72) % 10,4,10,addAndMulti
(54 * 86 + 39) % 10,3,10,addAndMulti
(86 * 44 * 70) % 10,0,10,multiplication
(85 * 7 * 64) % 10,0,10,multiplication
(61 + 31 * 76) % 10,7,10,addAndMulti
(67 + 31 * 4) % 10,1,10,addAndMulti
(10 + 97 + 34) % 10,1,10,addition
(16 * 82 + 44) % 10,6,10,addAndMulti
(2 + 52 * 87) % 10,6,10,addAndMulti
(30 * 32 * 67) % 10,0,10,multiplication
(93 * 83 + 57) % 10,6,10,addAndMulti
(92 + 12 * 73) % 10,8,10,addAndMulti
(34 + 92 + 19) % 10,5,10,addition
(28 * 14 + 84) % 10,6,10,addAndMulti
(93 + 13 * 58) % 10,7,10,addAndMulti
(13 + 97 + 88) % 10,8,10,addition
(82 + 81 + 10) % 10,3,10,addition
(1 * 2 * 43) % 10,6,10,multiplication
(52 * 34 * 55) % 10,0,10,multiplication
(95 + 79 + 79) % 10,3,10,addition
(34 * 13 * 38) % 10,6,10,multiplication
(1 + 21 * 60) % 10,1,10,addAndMulti
(78 * 19 * 73) % 10,6,10,multiplication
(97 + 18 + 59) % 10,4,10,addition
(79 + 93 + 60) % 10,2,10,addition
(48 + 38 * 80) % 10,8,10,addAndMulti
(55 + 67 + 80) % 10,2,10,addition
(22 * 72 * 6) % 10,4,10,multiplication
(79 * 12 * 43) % 10,4,10,multiplication
(74 * 65 * 71) % 10,0,10,multiplication
(82 + 19 * 54) % 10,8,10,addAndMulti
(8 + 60 + 77) % 10,5,10,addition
(55 * 22 + 89) % 10,9,10,addAndMulti
(75 * 76 * 83) % 10,0,10,multiplication
(21 + 7 * 27) % 10,0,10,addAndMulti
(63 * 98 + 72) % 10,6,10,addAndMulti
(48 * 43 * 84) % 10,6,10,multiplication
(56 + 71 + 20) % 10,7,10,addition
(47 * 36 + 34) % 10,6,10,addAndMulti
(11 + 4 * 29) % 10,7,10,addAndMulti
(12 * 80 + 31) % 10,1,10,addAndMulti
(1 * 9 + 11) % 10,0,10,addAndMulti
(44 + 25 + 84) % 10,3,10,addition
(85 * 20 + 12) % 10,2,10,addAndMulti
(30 * 65 + 65) % 10,5,10,addAndMulti
(68 * 61 * 34) % 10,2,10,multiplication
(7 + 47 * 61) % 10,4,10,addAndMulti
(20 * 87 + 8) % 10,8,10,addAndMulti
(84 * 68 * 60) % 10,0,10,multiplication
(28 + 5 + 15) % 10,8,10,addition
(18 * 61 + 86) % 10,4,10,addAndMulti
(42 + 48 * 97) % 10,8,10,addAndMulti
(19 * 68 + 66) % 10,8,10,addAndMulti
(33 * 96 * 34) % 10,2,10,multiplication
(5 * 83 + 0) % 10,5,10,addAndMulti
(75 + 91 + 18) % 10,4,10,addition
(93 + 40 * 79) % 10,3,10,addAndMulti
(15 * 13 + 78) % 10,3,10,addAndMulti
(28 * 59 + 4) % 10,6,10,addAndMulti
(25 * 10 * 6) % 10,0,10,multiplication
(32 + 97 + 24) % 10,3,10,addition
(71 + 64 * 74) % 10,7,10,addAndMulti
(26 * 71 * 80) % 10,0,10,multiplication
(11 + 88 + 16) % 10,5,10,addition
(61 + 23 * 87) % 10,2,10,addAndMulti
(99 * 93 + 83) % 10,0,10,addAndMulti
(71 * 62 + 3) % 10,5,10,addAndMulti
(65 * 81 + 55) % 10,0,10,addAndMulti
(62 + 28 + 18) % 10,8,10,addition
(32 * 5 + 1) % 10,1,10,addAndMulti
(8 * 46 * 69) % 10,2,10,multiplication
(28 * 81 + 39) % 10,7,10,addAndMulti
(86 * 71 * 19) % 10,4,10,multiplication
(42 + 45 * 99) % 10,7,10,addAndMulti
(35 + 0 + 60) % 10,5,10,addition
(54 * 72 + 36) % 10,4,10,addAndMulti
(94 * 28 + 25) % 10,7,10,addAndMulti
(25 + 37 * 85) % 10,0,10,addAndMulti
(43 * 39 + 10) % 10,7,10,addAndMulti
(8 * 71 * 33) % 10,4,10,multiplication
(53 + 47 * 68) % 10,9,10,addAndMulti
(19 * 96 * 52) % 10,8,10,multiplication
(83 + 92 + 42) % 10,7,10,addition
(34 + 37 + 78) % 10,9,10,addition
(51 + 51 * 56) % 10,7,10,addAndMulti
(85 * 85 + 25) % 10,0,10,addAndMulti
(52 + 26 + 22) % 10,0,10,addition
(23 * 51 * 70) % 10,0,10,multiplication
(92 + 90 * 78) % 10,2,10,addAndMulti
(99 * 53 * 97) % 10,9,10,multiplication
(59 + 43 * 81) % 10,2,10,addAndMulti
(69 * 44 + 84) % 10,0,10,addAndMulti
(50 + 94 + 21) % 10,5,10,addition
(5 * 26 * 73) % 10,0,10,multiplication
(13 * 81 * 99) % 10,7,10,multiplication
(19 + 89 * 88) % 10,1,10,addAndMulti
(96 + 51 + 15) % 10,2,10,addition
(80 + 90 * 44) % 10,0,10,addAndMulti
(60 + 98 + 77) % 10,5,10,addition
(49 * 29 + 34) % 10,5,10,addAndMulti
(36 * 47 + 67) % 10,9,10,addAndMulti
(93 + 94 + 4) % 10,1,10,addition
(22 + 83 * 89) % 10,9,10,addAndMulti
(70 * 64 * 86) % 10,0,10,multiplication
(97 * 74 + 5) % 10,3,10,addAndMulti
(13 * 64 + 68) % 10,0,10,addAndMulti
(15 * 55 + 54) % 10,9,10,addAndMulti
(68 + 39 * 14) % 10,4,10,addAndMulti
(55 * 12 * 95) % 10,0,10,multiplication
(21 * 5 + 30) % 10,5,10,addAndMulti
(35 + 61 * 37) % 10,2,10,addAndMulti
(28 + 51 + 35) % 10,4,10,addition
(76 * 39 + 40) % 10,4,10,addAndMulti
(51 + 97 * 63) % 10,2,10,addAndMulti
(29 * 65 + 37) % 10,2,10,addAndMulti
(70 * 76 * 55) % 10,0,10,multiplication
(83 + 17 * 21) % 10,0,10,addAndMulti
(76 * 0 * 8) % 10,0,10,multiplication
(67 * 17 * 89) % 10,1,10,multiplication
(85 * 97 * 75) % 10,5,10,multiplication
(64 * 92 * 56) % 10,8,10,multiplication
(52 + 82 * 97) % 10,6,10,addAndMulti
(72 + 13 * 95) % 10,7,10,addAndMulti
(83 * 96 + 70) % 10,8,10,addAndMulti
(92 + 3 + 29) % 10,4,10,addition
(25 + 7 * 71) % 10,2,10,addAndMulti
